Transcript	CNT.21	CNT.28	CNT.35	CNT.42	CNT.49	CNT.56	CNT.63	CNT.70
Sobic.003G370700	22469.6003766805	14282.9666923724	24004.4073754346	19090.728592992	21743.0777011295	16872.6686116109	15985.1016857958	17982.6625114257
Sobic.004G138400	0	0	0	0	0	2.88576716018862	2.59466380689233	0.506526198843707
Sobic.006G131800	5362.22423725109	4565.6404914799	3905.33383349431	3988.68294775829	2959.2933329391	4722.99487339968	4355.17273363534	4124.8449528996
Sobic.004G073100	243.746332422623	261.133133478815	285.963761698598	175.369311297042	228.62875586363	185.286557105536	175.258756781038	202.591479882246
Sobic.004G251300	3837.93246280047	1697.91824075385	3610.63251793047	2915.50733252932	2873.96006490549	2521.72641360759	3648.90857465789	3745.89777742966
Sobic.001G330100	21.1577451461818	16.8854154026948	7.40557042847787	28.5916556250049	11.2704316270804	36.5970247403815	55.3074602859697	16.6237362746681
Sobic.002G236200	427.214818040635	437.728844456824	455.460250080367	402.832318155789	384.804736981743	393.174752057201	419.841994247752	468.020470016457
Sobic.010G217532	269.367945898322	353.972047566082	228.986658760621	256.415262671756	264.050112405882	104.139132832604	168.549388129579	172.690378360724
Sobic.005G059600	2202.99688956378	1994.44322558363	2109.43461491051	2000.99990041767	2080.19966602683	1693.01586119657	1664.07125700954	1695.8035694967
Sobic.006G203100	750.248686658169	833.860243750808	806.57795416183	864.482108307045	830.791817081923	939.510636097372	946.736811931128	904.827966866013
Sobic.008G009700	2189.15978718949	3057.72718853795	2530.85303847261	2375.280906778	2606.68982917758	2756.53614445015	2421.1465613067	2395.74473660289
Sobic.001G386700	3557.8894561993	2787.93262831277	2963.45030446181	2473.07973243699	2807.94753680402	1881.0453647561	1816.68133078338	2540.53877912447
Sobic.005G046100	736.199077890213	842.942360947333	682.312933745388	905.128837214729	676.225897624821	1035.37458906811	889.89520898151	809.11183299922
Sobic.002G290800	5.3284385974093	6.80296758626742	5.49045846829183	6.03686928865029	4.83018498303444	3.38609141366033	3.33003798396134	2.12708361172391
Sobic.006G058400	101.140561741495	55.4109342871553	85.0823068175858	71.9967719755008	37.031418203264	47.8840703298307	69.2834509815872	52.7966637404733
Sobic.004G135200	577.973514687489	610.485140569272	739.387747397558	714.788733440197	682.666144268867	552.855951070599	556.601886802042	566.971079707768
